LANGUAGE,"English","Czech","German","Polish","Russian","French","Spanish","Italian"
STR_CAMPAIGN_LB_CONTINUE,"- continue (%d/%d/%d %d:%02d)","- pokračovat (%d/%d/%d %d:%02d)","- fortfahren (%d/%d/%d %d:%02d)","- kontynuuj (%d/%d/%d %d:%02d)","- продолжить (%d/%d/%d %d:%02d)","- continuer (%d/%d/%d %d:%02d)","- continuar (%d/%d/%d %d:%02d)","- continua (%d/%d/%d %d:%02d)"
STR_CAMPAIGN_DATE,"Record date: %s","Datum záznamu: %s","Aufnahmedatum: %s","Data wpisu: %s","Дата записи: %s","Date enreg. : %s","Registrar fecha: %s","Data registraz.: %s"
STR_CAMPAIGN_DATE_FORMAT,"%c","%c","%c","%c","%c","%c","%c","%c"
STR_CAMPAIGN_SCORE,"Score: %.0f (%.0f)","Skóre: %.0f (%.0f)","Punkte: %.0f (%.0f)","Wynik: %.0f (%.0f)","Счет: %.0f (%.0f)","Score : %.0f (%.0f)","Puntuación: %.0f (%.0f)","Punteggio: %.0f (%.0f)"
STR_CAMPAIGN_DURATION,"Duration: %s (%s)","Trvání: %s (%s)","Dauer: %s (%s)","Czas trwania: %s (%s)","Длительность: %s (%s)","Durée : %s (%s)","Duración: %s (%s)","Durata: %s (%s)"
STR_DURATION_LONG,"%dh, %dmin","%dh, %dmin","%dh, %d min.","%dh, %dmin","%dh, %dmin","%d h, %d min","%dh, %dmin","%d h, %d min"
STR_DURATION_SHORT,"%dmin","%dmin","%dmin","%dmin","%dmin","%d min","%dmin","%d min"
STR_CAMPAIGN_CASUALTIES,"Casualties: %.0f (%.0f)","Ztráty: %.0f (%.0f)","Verluste: %.0f (%.0f)","Straty: %.0f (%.0f)","Потери: %.0f (%.0f)","Pertes : %.0f (%.0f)","Bajas: %.0f (%.0f)","Perdite: %.0f (%.0f)"
STR_CUST_EDIT,"Edit","Úpravy","Bearbeiten","Edycja","Изменить","Modifier","Editar","Modifica"
STR_CUST_NEW,"New","Nový","Neu","Nowy","Новый","Nouv.","Nuevo","Nuova"
STR_GEAR_TITLE,"Gear (%d, %s)","Výzbroj (%d, %s)","Ausrüstung (%d, %s)","Wyposażenie (%d, %s)","Снаряжение (%d, %s)","Matériel (%d, %s)","Equipo (%d, %s)","Equipaggiamento (%d, %s)"
STR_GEAR_ITEMS,"Available items:","Dostupné položky:","Verfügbare Gegenstände:","Dostępne wyposażenie:","Доступно:","Objets disponibles :","Objetos disponibles:","Oggetti disponibili:"
STR_GEAR_UNIT,"Gear of the unit:","Vybavení jednotky:","Ausrüstung der Einheit:","Wyposażenie żołnierza:","Снаряжение отряда","Matériel de l’unité :","Equipo de la unidad:","Equipaggiamento dell’unità:"
STR_GEAR_RANK,"Rank:","Hodnost:","Rang:","Ranga:","Ранг:","Grade :","Rango:","Rango:"
STR_GEAR_VEHICLE,"Vehicle:","Vozidlo:","Fahrzeug:","Pojazd:","Машина:","Véhicle :","Vehículo:","Veicolo:"
STR_MAIN_RANK,"%s Ian Gastovski","%s Ian Gastovski","%s Ian Gastovski","%s Ian Gastowski","%s Ян Гастовски","%s Ian Gastowski","%s Ian Gastovski","%s Ian Gastovski"
STR_MAIN_MISSION,"Mission: %s","Mise: %s","Einsatz: %s","Misja: %s","Задание: %s","Mission : %s","Misión: %s","Missione: %s"
STR_MULTI_LAN,"LAN","LAN","LAN","LAN","LAN","LAN","LAN","LAN"
STR_MULTI_REMOTE,"Remote","Vzdálená","Entfernt","Zdalny","Удаленный","Distant","Remoto","A distanza"
STR_MULTI_TITLE_LAN,"Network games on LAN (port %d)","Síťové hry LAN (port %d)","LAN (Port: %d)","Gry w sieci lokalnej (port %d)","Игры в сети (LAN), (порт %d).","Parties en réseau sur LAN (port %d)","Partidas en red por LAN (puerto %d)","Partite in LAN (porta %d)"
STR_MULTI_TITLE_REMOTE,"Network games on %s:%d","Síťové hry v %s:%d","%s:%d","Gry sieciowe na %s:%d","Сетевые игры на %s:%d","Parties en réseau sur %s:%d","Partidas en red por %s:%d","Partite in rete su %s:%d"
STR_MULTI_TITLE_INTERNET,"Network games on Internet","Síťové hry po Internetu","Internet","Gry sieciowe w Internecie","Игры в Интернет","Parties en réseau sur Internet","Partidas en red por Internet","Partite in rete via internet"
STR_SESSION_NAME_FORMAT,"%s on %s","%s na počítači %s","%s auf %s","%s na %s","%s в %s","%s sur %s","%s en %s","%s su %s"
STR_PLAYER_AI,"AI","AI","KI","SI","ИИ","IA","IA","IA"
STR_PLAYER_NONE,"Nobody","Nikdo","Niemand","NIKT","Нет","Personne","Nadie","Nessuno"
STR_POSITION_COMMANDER,"commander","velitel","Kommandant","dowódca","Командир","chef de bord","oficial al mando","comandante"
STR_POSITION_DRIVER,"driver","řidič","Fahrer","kierowca","Водитель","conducteur","conductor","guidatore"
STR_POSITION_PILOT,"pilot","pilot","Pilot","pilot","Пилот","pilote","piloto","pilota"
STR_POSITION_GUNNER,"gunner","střelec","Schütze","strzelec","Стрелок","tireur","artillero","artigliere"
STR_POSITION_LEADER,", group leader",", velitel skupiny",", Gruppenführer",", dowódca grupy",", командир группы",", chef de groupement",". líder de grupo",", capogruppo"
STR_EXPORT_NONE,"User mission","Uživatelská mise","Benutzerdefinierter Einsatz","Misja użytkownika","Задание пользователя","Mission utilisateur","Misión de usuario","Missione utente"
STR_EXPORT_SINGLE,"Export to single missions","Zabal do single misí","Export zu Einzeleinsätzen","Eksportuj do pojedynczych misji","Экспорт в задание","Exporter vers missions en solo","Exportar a misiones un jugador","Esporta in missioni a un giocatore"
STR_EXPORT_MULTI,"Export to multiplayer missions","Zabal do multiplayer misí","Export zu Mehrspieler-Einsätzen","Eksportuj do misji gry wieloosobowej","В сетевое задание","Exporter vers missions multijoueurs","Exportar a misiones multijugador","Esporta in missioni multigiocatore"
STR_EXPORT_MAIL,"Send by e-mail","Pošli e-mailem","Per E-Mail versenden","Wyślij e-mailem","Послать по почте","Envoyer par e-mail","Enviar por e-mail","Invia per e-mail"
STR_VERSION_INFO,"Version: %s","Verze: %s","Version: %s","Wersja: %s","Версия: %s","Version : %s","Versión: %s","Versione: %s"
STR_EMPTY_SLOT,"Empty","Nic","Leer","Pusty","Пусто","Vide","Vacío","Vuoto"
STR_NOT_ASSIGNED,"<Unassigned>","<Nepřiřazeno>","<Nicht zugeordnet>","<Nieprzydzielony>","<Не назначено>","<sans affectation>","<Sin asignar>","<Non assegnato>"
STR_MPROLE_TITLE_WEST,"BLUFOR setup","Příprava BLUFOR","West-Setup","Ustawienie Zachodu","Настройки Запада","Config. ouest","Configuración oeste","Impostazioni Ovest"
STR_MPROLE_TITLE_EAST,"OPFOR setup","Příprava OPFOR","Ost-Setup","Ustawienie Wschodu","Настройки Востока","Config. est","Configuración este","Impostazioni Est"
STR_MPROLE_TITLE_RESIST,"Independents setup","Příprava Nezávislí","Widerstand-Setup","Ustawienie Ruchu Oporu","Настройки Сопротивления","Config. résistance","Configuración resistencia","Impostazioni resistenza"
STR_MPROLE_TITLE_CIVIL,"Civilians setup","Příprava civilisté","Zivilisten-Setup","Ustawienie cywili","Настройки гражданских","Config. civils","Configuración civiles","Impostazioni civili"
STR_MPROLE_POOL_WEST,"Pool:","K dispozici:","Verfügbar:","Rezerwy:","Список:","Pool :","Pool:","Pool:"
STR_MPROLE_POOL_EAST,"Pool:","K dispozici:","Verfügbar:","Rezerwy:","Список:","Pool :","Pool:","Pool:"
STR_MPROLE_POOL_RESIST,"Pool:","K dispozici:","Verfügbar:","Rezerwy:","Список:","Pool :","Pool:","Pool:"
STR_MPROLE_POOL_CIVIL,"Pool:","K dispozici:","Verfügbar:","Rezerwy:","Список:","Pool :","Pool:","Pool:"
STR_MPROLE_START,"Start","Start","Start","Start","Начало","Lancer","Inicio","Inizia"
STR_MPROLE_ENABLE,"Enable","Povolit","Aktivieren","Włącz","Включить","Activer","Activar","Attiva"
STR_MPROLE_ENABLE_ALL,"Enable All","Povolit vše","Alle aktivieren","Włącz wszystkie","Включить все","Tout activer","Activar todo","Attiva tutti"
STR_MPROLE_DISABLE,"Disable","Zakázat","Deaktivieren","Wyłącz","Отключить","Désactiver","Desactivar","Disattiva"
STR_MPROLE_DISABLE_ALL,"Disable All","Zakázat vše","Alle Deaktivieren","Wyłącz wszystkie","Отключить все","Tout désactiver","Desactivar todo","Disattiva tutti"
STR_NEWUSER_TITLE1,"New player","Nový hráč","Neuer Spieler","Nowy gracz","Новый игрок","Nouveau joueur","Nuevo jugador","Nuovo giocatore"
STR_NEWUSER_TITLE2,"Edit player","Upravit hráče","Spieler bearbeiten","Edycja gracza","Настройка","Modifier joueur","Editar jugador","Modifica giocatore"
STR_CONFIG_YNORMAL,"Normal","Standardní","normal","normalnie","Стандарт.","Normal","Normal","Normale"
STR_CONFIG_YREVERSED,"Reversed","Převrácená","invertiert","odwrócona","Инверт.","Inversé","Invertido","Invertito"
STR_CONFIG_JOYSTICK_DISABLED,"Disabled","Zakázán","deaktiviert","wyłączony","Отключен","Désactivé","Desactivado","Disattivato"
STR_CONFIG_JOYSTICK_ENABLED,"Enabled","Povolen","aktiviert","włączony","Включен","Activé","Activado","Attivato"
STR_OPT_SUBTITLES_DISABLED,"Subtitles disabled","Titulky zakázány","Untertitel deaktiviert","Napisy wyłączone","Субтитры отключены","Sous-titres désactivés","Subtítulos desactivados","Sottotitoli disattivati"
STR_OPT_SUBTITLES_ENABLED,"Subtitles enabled","Titulky povoleny","Untertitel aktiviert","Napisy włączone","Субтитры включены","Sous-titres activés","Subtítulos activados","Sottotitoli attivati"
STR_OPT_RADIO_DISABLED,"Radio subtitles disabled","Titulky rádia zakázány","Funkuntertitel deaktiviert","Komunikaty wyłączone","Субтитры радиосообщ. откл.","Sous-titres radio désactivés","Subtítulos de radio desactivados","Sottotitoli radio disattivati"
STR_OPT_RADIO_ENABLED,"Radio subtitles enabled","Titulky rádia povoleny","Funkuntertitel aktiviert","Komunikaty włączone","Субтитры радиосообщ. вкл.","Sous-titres radio activés","Subtítulos de radio activados","Sottotitoli radio attivati"
STR_SINGLE_PLAY,"Play","Hrát","Spielen","Graj","Играть","Jouer","Jugar","Gioca"
STR_SINGLE_OPEN,"Open","Hrát","Öffnen","Otwórz","Открыть","Ouvrir","Abrir","Apri"
STR_SINGLE_CREATE,"Create","Vytvořit","Erstellen","Stwórz","Создать","Créer","Crear","Crea"
STR_SINGLE_RESUME,"Resume","Pokračovat","Fortsetzen (%d/%d/%d %d:%02d)","Kontynuuj","Продолжить","Reprendre","Continuar","Riprendi"
STR_SINGLE_RESTART,"Restart","Opakovat","Neu beginnen","Wznów","Перезапуск","Relancer","Reiniciar","Ricomincia"
STR_SINGLE_NEW_MISSION,"<New mission >","<Nová mise >","< Neuer Einsatz >","< Nowa misja >","< Новое задание >","< Nouv. mission >","<Nueva misión>","< Nuova missione >"
STR_DISP_XBOX_HINT_MISSION_CREATE,"%1 Create mission","%1 Vytvořit misi","%1 Einsatz erstellen","%1 Stwórz misję","%1 Создать задание","%1 Créer mission","%1 Crear misión","%1 Crea missione"
STR_LAST_MISSION,"My last mission","Má poslední mise","Mein letzter Einsatz","Moja ostatnia misja","Посл. задание","Ma dernière mission","Mi última misión","La mia ultima missione"
STR_DISP_SINGLE_TITLE,"Single Missions","Jednotlivé Mise","Einzeleinsätze","Pojedyncze misje","Одиночные задания","Missions en solo","Misiones individuales","Missioni a un giocatore"
STR_DISP_SINGLE_USER_TITLE,"User missions","Uživatelské Mise","Benutzerdefinierte Einsätze","Misje użytkownika","Задания пользователя","Missions utilisateur","Misiones de usuario","Missioni utente"
STR_VEHICLE_UNLOCKED,"Unlocked","Odemčeno","Offen","Odblokowane","Разблокировано","Déverrouillé","Desbloqueado","Sbloccato"
STR_VEHICLE_DEFAULT,"Default","Výchozí","Voreinstellung","Domyślne","По умолч.","Par défaut","Predeterminado","Predefinito"
STR_VEHICLE_LOCKED,"Locked","Zamčeno","Abgeschlossen","Zablokowane","Заблокровано","Verrouillé","Bloqueado","Bloccato"
STR_ENABLED,"Enabled","Povoleno","Aktiviert","Włączone","Вкл.","Activé","Activado","Attivato"
STR_DISABLED,"Disabled","Zakázáno","Deaktiviert","Wyłączone","Откл.","Désactivé","Desactivado","Disattivato"
STR_LEFT_BUTTON,"Left","Levé","Links","W lewo","Налево","Gauche","Izquierda","Sinistra"
STR_RIGHT_BUTTON,"Right","Pravé","Rechts","W prawo","Направо","Droite","Derecha","Destra"
STR_SINGLE_VOICE,"Single","Jeden","Einzeln","Jeden","Один","Unique","Individual","Unica"
STR_ALL_VOICES,"All","Všechny","Alle","Wszystkie","Все","Toutes","Todas","Tutte"
STR_NO_PASSWORD,"No password","Bez hesla","Kein Passwort","Bez hasła","Нет пароля","Pas de mot de passe","Sin contraseña","Nessuna password"
STR_PASSWORD,"Password: %s","Heslo: %s","Passwort: %s","Hasło: %s","Пароль: %s","Mot de passe : %s","Contraseña: %s","Password: %s"
STR_PLAYER_ID,"Player ID: %s","ID hráče: %s","Spieler-ID: %s","Identyfikator gracza: %s","ID игрока: %s","ID joueur : %s","ID Jugador: %s","ID giocatore: %s"
STR_DISP_INT_TITLE,"Paused","Pauza","Pause","Pauza","Пауза","En pause","En pausa","In pausa"
STR_DISP_INT_AGAIN,"Again","Znovu","Nochmal","Ponów","Заново","De nouveau","Otra vez","Ancora"
STR_DISP_INT_SKIP,"Skip","Přeskočit","Überspringen","Pomiń","Пропустить","Passer","Omitir","Salta"
STR_DISP_INT_RESUME,"Resume","Zpět do hry","Fortsetzen","Wznów","Продолжить","Reprendre","Continuar","Riprendi"
STR_DISP_INT_RESPAWN,"Respawn","Respawn","Respawn","Odrodzenie","Возрождение","Réapparition","Reaparecer","Riapparizione"
STR_DISP_INT_3DEDIT_TITLE,"3D editing mode","Editování 3D","3D-Editmodus","""Tryb edycji 3D""","Режим 3D-редактирования","Mode édition 3D","Modo edición 3D","Modalità modifica 3D"
STR_DISP_INT_TITLE_MP,"Game in progress","Hra probíhá","Spiel läuft","Gra w toku","Игра началась","Partie en cours","Partida en curso","Partita in corso"
STR_DISP_DEFAULT,"Default","Výchozí","Voreinstellung","Domyślny","По умолч.","Par défaut","Predeterminado","Predef."
STR_DISP_BACK,"Back","Zpět","Zurück","Wstecz","Назад","Retour","Atrás","Indietro"
STR_BRIEFING,"%s, %s %d","%s, %s %d","%s, %s %d","%s, %s %d","%s, %s %d","%s, %s %d","%s, %s %d","%s, %s %d"
STR_SESSION_NAME_INIT,"Creating...","Vytvářím…","Erstelle...","Tworzenie...","Создается...","Création...","Creando...","Creazione in corso..."
STR_DEDICATED_SERVER,"Dedicated server","Dedikovaný server","Dedizierter Server","Serwer dedykowany","Выделенный сервер","Serveur dédié","Servidor adjudicado","Server dedicato"
STR_SERVER_MONITOR,"Server load: FPS %.0f, memory used: %.0f MB, out: %.0f Kbps, in: %.0f Kbps","Zatížení serveru: FPS %.0f, použitá pamět: %.0f MB, odchozí: %.0f Kbps, příhozí: %.0f Kbps","Serverauslastung: FPS %.0f, genutzter Speicher: %.0f MB, abgehend: %.0f Kbps, ankommend: %.0f Kbps","Wczytywanie serwera: FPS %.0f, używana pamięć: %.0f MB, z: %.0f Kbps, w: %.0f Kbps","Загрузка сервера: FPS %.0f, использование памяти: %.0f MB, из: %.0f Kbps, в: %.0f Kbps","Charge serveur : FPS %.0f, mémoire utilisée : %.0f Mo, émission : %.0f Kbps, réception : %.0f Kbps","Carga de servidor: FPS %.0f, memoria utilizada: %.0f MB, de: %.0f Kbps, en: %.0f Kbps","Caricamento server: FPS %.0f, memoria utilizzata: %.0f MB, in uscita: %.0f Kbps, in entrata: %.0fKbps"
STR_MPW_NEW_EDIT,"<<New - Editor >>","<<Nový – Editor >>","<< Neu - Editor >>","<< Nowy - Edytor >>","<<Новое - редактор>>","<<Nouv. - Éditeur >>","<<Nuevo – Editor >>","<< Nuova - Editor >>"
STR_MPW_NEW_WIZ,"<<New - Wizard >>","<<Nový – Průvodce >>","<< Neu - Assistent >>","<< Nowy - Asystent >>","<<Новое - мастер>>","<<Nouv. - Assistant >>","<<Nuevo – Asistente >>","<< Nuova - Assistente >>"
STR_CFG_MARKERS_MARKER,"Marker","Značka","Markierung","Marker","Маркер","Marqueur","Marcador","Segnalatore"
STR_DISP_CLIENT_READY,"I'm ready","Jsem připraven","Bin bereit","Jestem gotowy","Я готов","Je suis prêt","Estoy listo","Sono pronto"
STR_DISP_CLIENT_TEXT,"Wait for host","Čekej na server","Auf Host warten","Czekaj na hosta","Ожидание сервера","Attendre l'hôte","Espera al anfitrión","In attesa di un host"
STR_DISP_CLIENT_TEXT_EDIT,"Editing mission","Editování mise","Einsatz wird editiert","Edycja misji","Редактирование задания","Modification de mission","Editando misión","Modifica missione in corso"
STR_DISP_CONTINUE,"Continue","Pokračovat","Weiter","Kontynuuj","Продолжить","Continuer","Continuar","Continua"
STR_DISP_CANCEL,"Cancel","Zrušit","Abbrechen","Anuluj","Выход","Annuler","Cancelar","Annulla"
STR_TIME_LEFT,"%d min left","%d min zbývá","%d Min verbleibend","Zostało %d min.","Осталось %d мин.","%d min rest.","Quedan %d min","%d min rimasti"
STR_DISP_MULTI_SOCKETS,"Implementation: Sockets","Implementace: Pozice","Implementierung: Sockets","Implementacja: Miejsca","Реализация: Sockets","Implémentation : sockets","Implementación: Sockets","Implementazione: Socket"
STR_DISP_MULTI_DPLAY,"Implementation: DirectPlay","Implementace: DirectPlay","Implementierung: DirectPlay","Implementacja: DirectPlay","Реализация: DirectPlay","Implémentation : DirectPlay","Implementación: DirectPlay","Implementazione: DirectPlay"
STR_DISP_MPSETUP_ROLES_WEST,"Roles for BLUFOR:","Role BLUFOR","Rollen für Westen:","Role Zachodu:","Роли для Запада:","Rôles pour ouest :","Funciones para el oeste:","Ruoli per Ovest:"
STR_DISP_MPSETUP_ROLES_EAST,"Roles for OPFOR:","Role OPFOR","Rollen für Osten:","Role Wschodu:","Роли для Востока:","Rôles pour est :","Funciones para el este:","Ruoli per Est:"
