LANGUAGE,"Czech","Polish"
STR_CFG_GRP_T72PLATOON,"Rota T72","Pluton czo≥gÛw T72"
STR_CFG_GRP_INFANTRY_BASIC,"PÏchotnÌ druûstvo","Pluton piechoty"
STR_CFG_GRP_INFANTRY_MECHANIZED,"Druûstvo mech. pÏchoty","Pluton piechoty zmechanizowanej"

COMMENT,"BrÌfink","Instrukcje"
STR_BRIEF_WEAPONS,"ZbranÏ:","Uzbrojenie:"
STR_BRIEF_ITEMS1,"Munice I:","Amunicja I:"
STR_BRIEF_ITEMS2,"Munice II:","Amunicja II:"
STR_BRIEF_SPECIAL,"Zvl·ötnÌ:","Specjalny:"
STR_BRIEF_PRIMARY_WEAPONS,"Prim·rnÌ zbranÏ","BroÒ podstawowa"
STR_BRIEF_SECONDARY_WEAPONS,"Sekund·rnÌ zbranÏ","BroÒ dodatkowa"
STR_BRIEF_SPECIAL_ITEMS,"Zvl·ötnÌ vybavenÌ","Przedmioty specjalne"
STR_BRIEF_SPECIAL_MAGAZINES,"P¯edmÏty","Przedmioty"
STR_BRIEF_POOL_CANCEL,"STORNO","ANULUJ"
STR_BRIEF_POOL_NONE,"NIC","NIC"
STR_BRIEF_GROUP,"Druûstvo","Grupa"
STR_BRIEF_GROUP_LEADER,", velitel skupiny",", dowÛdca grupy"
STR_BRIEF_COMMANDER,"  Velitel: ","  DowÛdca: "
STR_BRIEF_DRIVER,"  ÿidiË: ","  Kierowca: "
STR_BRIEF_GUNNER,"  St¯elec: ","  Strzelec: "
STR_BRIEF_CARGO,"  Vzadu: ","  Pasaøer: "
STR_BRIEF_DURATION_LONG,"Trv·nÌ: %d h","Czas trwania: %d"
STR_BRIEF_DURATION_SHORT,"Trv·nÌ: %d min","Czas trwania: %d min"
STR_BRIEF_SCORE,"HodnocenÌ: %.0f","Ocena: %.0f "
STR_BRIEF_OBJECTIVES,"CÌle","Cele"
STR_BRIEF_STATISTICS,"Statistika","Statystyka"
STR_BRIEF_YOURKILLS,"ZniËenÈ jednotky","Zabici:"
STR_BRIEF_YOURKILLS_FRIENDLY,"ZniËenÈ p¯·telskÈ jednotky","Zlikwidowane jednostki w≥asne:"
STR_BRIEF_YOURKILLS_CIVIL,"ZniËenÈ jednotky - civilistÈ","Zlikwidowane jednostki cywilne:"
STR_BRIEF_CASUALTIES,"Ztr·ty","Ofiary:"
STR_BRIEF_FORMAT_GENERIC_TIMES,"%dx %s","%dx %s"
STR_BRIEF_FORMAT_YOU_TIMES,"%dx ty (%s)","%dx ty (%s)"
STR_BRIEF_FORMAT_YOU_ONCE,"Ty (%s)","Ty (%s)"
STR_BRIEF_FORMAT_BY_TIMES,"- %dx tÏ zabil %s"," - %dx przez %s"
STR_BRIEF_FORMAT_BY_ONCE,"- 1x tÏ zabil %s"," - przez %s"
STR_BRIEF_STAT_OPEN,"Statistika","Statystyka"
STR_BRIEF_STAT_CLOSE,"Zav¯Ìt","Zamknij"


COMMENT,"Auto¯i","Autorzy"
STR_CREDITS01,"VedoucÌ projektu","Szef projektu"
STR_CREDITS02,"Program·to¯i","Programowanie"
STR_CREDITS03,"V˝tvarnÌci","Strona artystyczna"
STR_CREDITS04,"Design","Projektowanie"
STR_CREDITS05,"⁄prava krajiny","Przygotowanie krajobrazu"
STR_CREDITS06,"Pohyby p¯edv·dÏl","ZdjÍcia"
STR_CREDITS07,"Programov·nÌ n·stroj˘","Programowanie dodatkowych narzÍdzi"
STR_CREDITS08,"P˘vodnÌ hudba","Oryginalna muzyka"
STR_CREDITS09,"DalöÌ hudba","Dodatkowe nagrania"
STR_CREDITS10,"ZvukovÈ efekty","Efekty düwiÍkowe"
STR_CREDITS11,"Zvl·önÌ podÏkov·nÌ","PodziÍkowania specjalne"



STR_CREDITSN01,"Marek äpanÏl","Marek äpanÏl"
STR_CREDITSN02,"Ond¯ej äpanÏl\nJi¯Ì Martinek","Ond¯ej äpanÏl\n Ji¯Ì Martinek"
STR_CREDITSN03,"Jan Hovora\nPetr Pechar\nKamila Clarov·\nPetr VÌöek\nKarel MatÏjka","Jan Hovora\nPetr Pechar\nKamila Clarov·\nPetr VÌöek\nKarel MatÏjka"
STR_CREDITSN04,"Viktor Bocan\nVojtÏch Nov·k\nAdam BÌlek\nRobert ätipek\nTom·ö Pulkr·bek","Viktor Bocan\nVojtÏch Nov·k\nAdam BÌlek\nRobert ätÌpek\nTom·ö Pulkr·bek"
STR_CREDITSN05,"ätep·n Kment\nMelanie Novotn·","ätÏp·n Kment\nMelanie Novotn·"
STR_CREDITSN06,"Bohumil Trnka","Bohumil Trnka"
STR_CREDITSN07,"Ond¯ej Nov·k\nLuboö Pacal","Ond¯ej Nov·k\nLuboö Pacal"
STR_CREDITSN08,"Ond¯ej MatÏjka","Ond¯ej MatÏjka"
STR_CREDITSN09,"Lifeless \n\nOverdose\nI'm Gonna Fly\nDecide","Lifeless \n\nOverdose\nI'm Gonna Fly\nDecide"
STR_CREDITSN09a,"(VÏnov·no pam·tce Sgt. Toma Birnie)","(poúwiÍcone pamiÍci sierø. Toma Birnie)"
STR_CREDITSN09b,"Sloûil Lagettie / Reid a hraje \n\n\n(David Lagettie, Michael Reid, Luke Aldridge,\n Amy Dewhurst, Nathan Taylor)","Muzyka Lagettie / Reid, wykonanie: \n\n\n(David Lagettie, Michael Reid, Luke Aldridge,\n Amy Dewhurst, Nathan Taylor)"
STR_CREDITSN09c,"Seventh","Seventh"

STR_CREDITSN10,"Robert Stevenson\nOnd¯ej MatÏjka\nBeaufort Clifton Addison III","Robert Stevenson\nOnd¯ej MatÏjka\nBeaufort Clifton Addison III"
STR_CREDITSN11,"AndOne\nJames McKenzie-Smith\nJens Buescher\nKrzysztof Janicki\nMarc Racine\nRadan Doubrava\nSlavomÌr PavlÌËek\nFernando Santamaria\nVladan Marek","AndOne\nJames McKenzie-Smith\nJens Buescher\nKrzysztof Janicki\nMarc Racine\nRadan Doubrava\nSlavomÌr PavlÌcek\nFernando Santamaria\nVladan Marek"

STR_CREDITS12,"Vydavatel","Wydawca"
STR_CREDITS12a,"V˝roba","Opracowanie"
STR_CREDITS13,"ExternÌ producent","Producent zewnÍtrzny"
STR_CREDITS14,"ScÈn·¯","Projekt/scenariusz"
STR_CREDITS15,"Dohled nad kvalitou / Kompatibilita","Kontrola jakoúci/zgodnosÊ"
STR_CREDITS16,"Marketing / Styk s ve¯ejnostÌ","Marketing/PR"
STR_CREDITS17,"Zpracov·nÌ hlas˘","ObrÛbka g≥osÛw"
STR_CREDITS18,"Namlulvili","Dubbing"
STR_CREDITS19,"Lokalilzace","Lokalizacja"
STR_CREDITS20,"Testov·nÌ lokalizace","Testowanie lokalizacji"
STR_CREDITS21,"ObchodnÌ a pr·vnÌ z·leûitosti","Sprawy handlowe i prawne"
STR_CREDITS22,"Zvl·ötnÌ podÏkov·nÌ","PodziÍkowania specjalne"
STR_CREDITS23,"(c) 2001 Bohemia Interactive Studio a The Codemasters Software Company Limited. Vöechna pr·va vyhrazena.","(c) 2001 Bohemia Interactive Studio i The Codemasters Software Company Limited. Wszystkie prawa zastrzeøone."
STR_CREDITS24,"\nBohemia Interactive Studio, »esk· republika ","Bohemia Interactive Studio, Czechy"

STR_CREDITSN13,"Richard I Blenkinsop","Richard I Blenkinsop"
STR_CREDITSN14,"Brian Coller\nHal Sandbach\nJames Brown\nJason Truman\nJonathan Davies\nJonathan Smith\nLaura Peterson\nSimon Smith","Brian Coller\nHal Sandbach\nJames Brown\nJason Truman\nJonathan Davies\nJonathan Smith\nLaura Peterson\nSimon Smith"
STR_CREDITSN15,"Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys"
STR_CREDITSN16,"Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid"
STR_CREDITSN17,"Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett"
STR_CREDITSN18,"Pavel ärom, Saöa Raöilov\nM. Hanuö, J. Wohanka\nT. Bor˘vka, O. Brancuzsk˝\nE. »ekan, P. Tesa¯\nJ. Vondr·Ëek, J. Hor·k\nK. Zima, P. Gelnar\nJ. ätrÈbl, P. Varga\nV. Fatka, I. Nov·k\nJulia Zagonek, Yuri Stepanov","Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov"
STR_CREDITSN18_ORIG,"Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov","Linda Fletcher"
STR_CREDITSN19,"Linda Fletcher","Antonia Rodriguez\nAlex Oelke\nRaphael Riolon\nSaverio Campione"
STR_CREDITSN20,"Antonia Rodriguez\nAlex Oelke\nRaphael Riolon\nSaverio Campione","Dean Trotman\nGary Rowe\nNav Sunner"
STR_CREDITSN21,"Dean Trotman\nGary Rowe\nNav Sunner","Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)"
STR_CREDITSN22,"Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)",""






COMMENT,"Cit·ty","Cytaty"
STR_QUOTE_1,"Smrt jednotlivce je tragÈdie, smrt miliÛn˘ je statistika.","Jeden zabity to tragedia, miliony zabitych to statystyka."
STR_AUTHOR_1,"Josif VisarionoviË Stalin","JÛzef Stalin"
STR_QUOTE_2,"VÏ¯Ìm tomu, ûe lidÈ by ûili dodnes, kdyby se za smrt platila pokuta.","Moim zdaniem ludzie by jeszcze øyli, gdyby by≥a kara úmierci."
STR_AUTHOR_2,"Nancy Reagan","Nancy Reagan"
STR_QUOTE_3,"NejrychlejöÌ cesta, jak ukonËit v·lku, je prohr·t ji.","Najszybszym sposobem na zakoÒczenie wojny jest jej przegranie."
STR_AUTHOR_3,"George Orwell","George Orwell"
STR_QUOTE_4,"NevÌm, jak˝mi zbranÏmi se bude bojovat ve 3. svÏtovÈ v·lce, ale ve 4. svÏtovÈ v·lce to budou klacky a kameny.","Nie wiem, jaka broÒ bÍdzie w uøyciu w III Wojnie åwiatowej, ale w IV Wojnie åwiatowej ludzie bÍdπ walczyÊ na kije i kamienie."
STR_AUTHOR_4,"Albert Einstein","Albert Einstein"
STR_QUOTE_5,"V·lka je p¯Ìliö v·ûnou z·leûitostÌ, neû aby mohla b˝t svÏ¯ena arm·dÏ.","Wojna to zbyt powaøna sprawa, aby jπ powierzyÊ wojskowym."
STR_AUTHOR_5,"Georges Clemenceau","Georges Clemenceau"
STR_QUOTE_6,"V·lka je sÈriÌ katastrof, kterÈ rozhodnou o vÌtÏzi.","Wojna to szereg nieszczÍúÊ, z ktÛrych wy≥ania siÍ zwyciÍzca."
STR_AUTHOR_6,"Georges Clemenceau","Georges Clemenceau"
STR_QUOTE_7,"V·lka nenÌ pÏkn·.","Wojna to nic przyjemnego."
STR_AUTHOR_7,"Barbara Bush","Barbara Bush"
STR_QUOTE_8,"V·lka je hra, kter· se hraje s ˙smÏvem. Nem˘ûete-li se usmÌvat, öklebte se. Nem˘ûete-li se öklebit, kliÔte se jÌ z cesty, co v·m nohy staËÌ.","Wojna to gra, ktÛrπ rozgrywa siÍ z uúmiechem. Jeøeli nie potraficie siÍ uúmiechnπÊ trzymajcie siÍ od tego zdala"
STR_AUTHOR_8,"Winston Churchill","Winston Churchill"
STR_QUOTE_9,"B˝t p¯ipraven na v·lku je nej˙ËinnÏjöÌ zp˘sob, jak uchovat mÌr.","Jednym z najlepszym sposobÛw utrzymania pokoju jest przygotowaÊ siÍ do wojny."
STR_AUTHOR_9,"George Washington","Jerzy Waszyngton"
STR_QUOTE_10,"Uhni z cesty, jestli chceö zest·rnout.","Zejdü z drogi, jeúli chcesz siÍ zestarzeÊ."
STR_AUTHOR_10,"Pink Floyd","Pink Floyd"
STR_QUOTE_11,"Smrt je velmi hloup·, deprimujÌcÌ z·leûitost a moje rada znÌ: drûte se od nÌ co nejd·l.","åmierÊ to niezwykle nudna i ponura sprawa i radzÍ Wam, abyúcie starali siÍ jak najmniej mieÊ z niπ do czynienia."
STR_AUTHOR_11,"W. Somerset Maugham","W. Somerset Maugham"
STR_QUOTE_12,"MnozÌ z tÏch, co ûijÌ, by zasluhovali smrt. A mnozÌ z tÏch, co zem¯eli, by si zaslouûili ûÌt.","Wielu z øyjπcych zas≥uguje na úmierÊ. A niektÛrzy umarli zas≥ugujπ na øycie."
STR_AUTHOR_12,"J.R.R.Tolkien","J.R.R.Tolkien"
STR_QUOTE_13,"Existuje jedno nejstaröÌ a nejhluböÌ p¯·nÌ kaûdÈho, Velk˝ ˙tÏk: ˙tÏk p¯ed smrtÌ.","Jest wreszcie najstarsze i najg≥Íbsze marzenie: wielka ucieczka, czyli ucieczka przed úmierciπ."
STR_AUTHOR_13,"J.R.R.Tolkien","J.R.R.Tolkien"
STR_QUOTE_14,"M·m za to, éivote, ûe po sobÏ nech·v·ö mnoho smrtÌ; Bezpochyby i j· zem¯el, a to nejmÈnÏ desettisÌckr·t p¯edtÌm.","MyúlÍ, øe Ty, Øycie, zostawiasz po sobie wiele úmierci; nie wπtpiÍ, øe umar≥em juø wczeúniej dziesiÍÊ tysiÍcy razy."
STR_AUTHOR_14,"Walt Whitman","Walt Whitman"
STR_QUOTE_15,"LidÈ bojujÌ proti sobÏ navz·jem, protoûe kaûd˝ z nich vede v·lku s·m se sebou.","Ludzie wojujπ z innymi ludümi, bo kaødy cz≥owiek wojuje wczeúniej sam ze sobπ."
STR_AUTHOR_15,"Francis Meehan","Francis Meehan"
STR_QUOTE_16,"NenÌ pravda, ûe bych se b·l zem¯Ìt, jen nechci b˝t u toho, aû se to stane.","To nie jest prawda, jakobym ba≥ siÍ umieraÊ, chcia≥bym tylko, gdy to siÍ zdarzy, øeby mnie przy tym nie by≥o."
STR_AUTHOR_16,"Woody Allen","Woody Allen"
STR_QUOTE_17,"Je tÏûkÈ mÌt trpÏlivost s lidmi, kte¯Ì tvrdÌ 'é·dn· smrt neexistuje' nebo 'Na smrti nez·leûÌ'.\n Ale smrt existuje a cokoliv existuje, na tom z·leûÌ.","Trudno mieÊ cierpliwoúÊ do ludzi powtarzajπcych 'åmierci nie ma' lub 'åmierÊ nie ma znaczenia'. åmierÊ jest i na pewno ma znaczenie."
STR_AUTHOR_17,"C.S.Lewis","C.S.Lewis"
STR_QUOTE_18,"Smrt ËlovÏka je vÌc vÏcÌ poz˘stal˝ch, neû jeho samotnÈho","åmierÊ cz≥owieka bardziej obchodzi innych niø jego samego."
STR_AUTHOR_18,"Thomas Mann","Thomas Mann"
STR_QUOTE_19,"NevÏ¯Ìm v osud, kter˝ ËlovÏka ovl·d·, aù udÏl· cokoliv, vÏ¯Ìm vöak v osud, kter˝ ho ovl·dne, kdyû nedÏl· nic.","Nie wierzÍ w los, ktÛry czeka ludzi, cokolwiek by nie robili, ale wierzÍ, øe los dopadnie tych, ktÛrzy nic nie robiπ."
STR_AUTHOR_19,"G. K. Chesterton","G. K. Chesterton"
STR_QUOTE_20,"»lovÏk, kter˝ nenÌ ochoten pro nÏco zem¯Ìt, nenÌ hoden toho, aby ûil.","Cz≥owiek, ktÛry nie umar≥by za nic, nie jest godny, aby øyÊ."
STR_AUTHOR_20,"Martin Luther King, Jr.","Martin Luther King"
STR_QUOTE_21,"Kdyû je hra dohr·na, vracÌ se kr·l i pÏö·k do stejnÈ krabiËky.","Gdy gra jest skoÒczona, krÛl i pionek wracajπ do tego samego pude≥ka."
STR_AUTHOR_21,"ItalskÈ p¯ÌslovÌ","w≥oskie przys≥owie"
STR_QUOTE_22,"JeötÏ jsem nezaËal bojovat!","Jeszcze nie zaczπ≥em walczyÊ!"
STR_AUTHOR_22,"John Paul Jones","John Paul Jones"
STR_QUOTE_23,"Lidstvo musÌ v·lky ukonËit, jinak v·lky ukonËÌ lidstvo.","LudzkoúÊ musi po≥oøyÊ kres wojnie, bo inaczej wojna po≥oøy kres ludzkoúci."
STR_AUTHOR_23,"John Fitzgerald Kennedy","John Fitzgerald Kennedy"
STR_QUOTE_24,"V·lky nikdy nikoho nebolÌ, kromÏ lidÌ, kte¯Ì zem¯ou.","Wojny nie wyrzπdzajπ krzywdy nikomu poza tymi, ktÛrzy ginπ."
STR_AUTHOR_24,"Salvador Dali","Salvador Dali"
STR_QUOTE_25,"V·lka neurËuje, na ËÌ stranÏ je pravda - jenom kdo zbyde.","Wojna nie decyduje o tym kto mia≥ racjÍ, tylko o tym, kto przetrwa."
STR_AUTHOR_25,"Bertrand Russell","Bertrand Russell"
STR_QUOTE_26,"St·v·me se lepöÌmi, kdyû vÌtÏzÌme sami nad sebou. StaËÌ mÌt z·pas a zvÌtÏzit v nÏm","Stajemy siÍ doskonalsi, odnoszπc nad sobπ zwyciÍstwa. Musi byÊ rywalizacja, w ktÛrej Wy bÍdziecie zwyciÍøaÊ"
STR_AUTHOR_26,"Edward Gibbon","Edward Gibbon"
STR_QUOTE_27,"UspÏt m˘ûeme pouze v p¯ÌpadÏ, ûe si najdeme v ûivotÏ, ve v·lce Ëi v Ëemkoliv jinÈm jedin˝, prvo¯ad˝ cÌl a vöechna ostatnÌ rozhodnutÌ tomuto cÌli pod¯ÌdÌme.","Odniesiemy sukces tylko wÛwczas, gdy wyznaczymy sobie w øyciu, na wojnie lub czymkolwiek innym jeden cel i podporzπdkujemy mu wszystko"
STR_AUTHOR_27,"Dwight D. Eisenhower","Dwight D. Eisenhower"
STR_QUOTE_28,"Zkuöenost je p¯Ìsn˝ uËitel, protoûe po n·s poûaduje nejprve zkouöku, a teprve potÈ n·m poskytne vysvÏtlenÌ.","Doúwiadczenie to wymagajπcy nauczyciel, bo najpierw kaøe zdaÊ sprawdzian, a dopiero potem uczy. "
STR_AUTHOR_28,"Vernon Sanders Law","Vernon Sanders Law"
STR_QUOTE_29,"Kdyû jsi poraûen, ber to jako sign·l, ûe tvÈ pl·ny nebyly tak skvÏlÈ, p¯etvo¯ je a znovu vykroË smÏrem ke k˝ûenÈmu cÌli.","Moøecie rÛwnie dobrze paúÊ na twarz, jak i wychyliÊ siÍ zbyt daleko do ty≥u."
STR_AUTHOR_29,"Napolean Hill","James Thurber"
STR_QUOTE_30,"Odvaha b˝v· postrachem smrti - a stejnÏ ji to nijak neobmÏkËÌ. ","Odwaga bywa postrachem dla úmierci - ale i tak kiedyú przegra."
STR_AUTHOR_30,"John Wayne","John Wayne"
STR_QUOTE_31,"Smrt je mnohem vöestrannÏjöÌ neû ûivot; kaûd˝ umÌr·, ale ne kaûd˝ ûije.","åmierÊ jest bardziej uniwersalna niø øycie, bo kaødy umiera, choÊ nie kaødy øyje."
STR_AUTHOR_31,"A. Sachs","A. Sachs"
STR_QUOTE_32,"P¯edstavivost je jedinou zbranÌ ve v·lce se skuteËnostÌ.","Wyobraünia to jedyna broÒ w wojnie z rzeczywistoúciπ."
STR_AUTHOR_32,"Jules de Gaultier","Jules de Gaultier"
STR_QUOTE_33,"Nem˘ûeö tvrdit, ûe civilizace nezaznamen·v· urËit˝ pokrok, neboù v kaûdÈ dalöÌ v·lce tÏ zabijÌ nov˝m zp˘sobem.","Nie moøna powiedzieÊ, øe cywilizacja siÍ nie rozwija; przecieø na kaødej wojnie ludzie zabijajπ siÍ inaczej. "
STR_AUTHOR_33,"Will Rogers","Will Rogers"
STR_QUOTE_34,"...nÏkdy si zaËnou v·lku a nikdo nep¯ijde. ","...Czasami zaczyna siÍ wojnÍ i nikt w niej nie walczy."
STR_AUTHOR_34,"Carl Sandburg","Carl Sandburg"
STR_QUOTE_35,"Je dob¯e, ûe v·lka je tak straön·, jinak bychom si ji mohli p¯Ìliö oblÌbit.","To dobrze, øe wojna jest tak okropna, bo inaczej zbytnio byúmy jπ lubili."
STR_AUTHOR_35,"Robert E. Lee","Robert E. Lee"
STR_QUOTE_36,"V·lku nem˘ûeö vyhr·t o nic vÌc neû se d· vyhr·t zemÏt¯esenÌ.","Wojny nie moøna wygraÊ tak, jak nie moøna wygraÊ z trzesiÍniem ziemi."
STR_AUTHOR_36,"Jeannette Rankin","Jeannette Rankin"
STR_QUOTE_37,"V·lka je jednÌm z prost¯edk˘, kter˝m B˘h r·d tr·pÌ ËlovÏka.","Wojna jest jednπ z plag, ktÛre BÛg zes≥a≥, aby ukaraÊ ludzi."
STR_AUTHOR_37,"Cardinal Richelieu","Cardinal Richelieu"
STR_QUOTE_38,"Ve v·lce vÌtÏzstvÌ nic nenahradÌ.","Na wojnie nie ma substytutu zwyciÍstwa."
STR_AUTHOR_38,"General Douglas MacArthur","Genera≥ Douglas MacArthur"
STR_QUOTE_39,"V·lka nenÌ o tom, kdo m· pravdu, ale o tom, kdo zbyde.","Na wojnie nie chodzi o to, kto ma racjÍ, ale kto przetrwa."
STR_AUTHOR_39,"Anders Russell","Anders Russell"
STR_QUOTE_40,"CÌlem v·lky nenÌ padnout za vlast, ale p¯inutit ty druhÈ parchanty, aby padli za tu svou.","Na wojnie nie musisz wcale umieraÊ za ojczyznÍ, lecz sprawiÊ, øeby to TwÛj przeciwnik to zrobi≥. "
STR_AUTHOR_40,"General G. C. Patton","Genera≥ G. C. Patton"
STR_QUOTE_41,"Mnoho dobrÈ pr·ce p¯ijde na zmar kv˘li drobnÈmu nedostatku.","Wiele dobrej roboty traci siÍ, gdy zabraknie jej tak niewiele."
STR_AUTHOR_41,"Edward Harriman","Edward Harriman"
STR_QUOTE_42,"Nest¯Ìlejte, vûdyù jsou tu lidi!","W razie poraøki naleøy jπ przyjπÊ, jako sygna≥, øe plany nie sπ sensowne, zmieniÊ te plany i ponownie wyruszyÊ na zdobycie upragnionego celu."
STR_AUTHOR_42,"Josef ävejk","Napolean Hill"
STR_QUOTE_LAST,"Odv·ûnÌ muûi jsou vöichni obratlovci; svÈ slabiny majÌ na povrchu, ale uvnit¯ jsou tvrdÌ a nepoddajnÌ.","Dzielni ludzie sπ odmieÒcami - sπ s≥abi na zewnπtrz i twardzi w úrodku."
STR_AUTHOR_LAST,"Lewis Carroll","Lewis Carroll"


STRN_S01,"01: Kr·deû automobilu","01: Kradzieø "
STRN_S02,"02: P¯epadenÌ","02: Zasadzka"
STRN_S03,"03: Bomberman","03: Koordynator"
STRN_S04,"04: Leteck˝ ˙tok","04: Atak z powietrza"
STRN_S05,"05: TÏûk˝ protivnÌk","05: Pancerny zwiad"
STRN_S06,"06: »istka","06: Czystka"
STRN_S07,"07: NoËnÌ zabij·k","07: Nocny zabÛjca"
STRN_S08,"08: Vlk samot·¯","08: Samotny wilk"
STRN_S09,"09: Ost¯elovaËsk· skupina","09: Druøyna snajperÛw"
STRN_S10,"10: Velitel","10: DowÛdca"
STRN_S11,"11: »istka II","11: Czystka II"

STRN_M01,"Souboj (1-8 D)","Do ostatniej kropli krwi (1-8 D)"
STRN_M02,"Boj o vlajku (1-8 D)","Walka o flagÍ (1-8 D)"
STRN_M03,"ZÌskej vlajku (2-8 T)","ZdobyÊ flagÍ (2-8 T)"
STRN_M04,"Udrû mÏsto (2-8 T)","UtrzymaÊ miasto (2-8 T)"
STRN_M05,"Z·chrana rukojmÌch (2-5 C)","UwolniÊ zak≥adnikÛw (2-5 C)"
STRN_M06,"Vl·dce mÏsta (2-8 T)","KrÛl miasta (2-8 T)"
STRN_M07,"P·n kopce (2-8 T)","KrÛl wzgÛrza (2-8 T)"


COMMENT,"*** Added after translation ***",""

STR_DIFF_3RD_PERSON_VIEW,"VnÏjöÌ pohled","Widok trzeciej osoby"
STR_DISP_INT_TITLE_MP,"Hra probÌh·","Gra w toku"
STR_DN_FORTRESS_2,"Pevnost 2","Forteca 2"
STR_MSG_PLAYERNAME_INVALID,"JmÈno hr·Ëe nenÌ platnÈ!","Nieprawid≥owa nazwa gracza!"
STR_DN_M2_MGE,"Kulomet M2 (V˝chodnÌ)","Karabin maszynowy M2 (WschÛd)"

STR_DN_BLACKOP,"Speci·lnÌ jednotka","Jednostka specjalna"
STR_DN_BLACKOPDAY,"Speci·lnÌ jednotka (dennÌ)","Jednostka specjalna (dzienna)"
STR_DN_SPECNAS,"Spetz Natz","Specnaz"
STR_DN_ENGINEER,"éenista","Inøynier"

STR_BRIEFING,"BrÌfink (%s, %s %d)","Instrukcje (%s, %s %d)"

STR_DISP_REVERT_QUESTION,"Pr·vÏ hodl·te obnovit svoji kampaÚ. M˘ûete p¯ijÌt o informace o svÈm postupu a o svÈ uloûenÈ pozice.","PrÛbujesz cofnπÊ kampaniÍ. Moøe to spowodowaÊ utratÍ informacji o stanie kampanii i zapisanych pozycji."
STRM_ADD_CLEAN2,"Jste velitelem tÏchto skvÏle vycviËen˝ch voj·k˘...","Jesteú dowÛdcπ tych doskonale wyÊwiczonych øo≥nierzy..."

STR_MAINTITLES_01,"CODEMASTERS","CODEMASTERS "
STR_MAINTITLES_02,"UV¡DÕ","prezentujπ grÍ"
STR_MAINTITLES_03,""," "
STR_MAINTITLES_04,"BOHEMIA INTERACTIVE STUDIO","BOHEMIA INTERACTIVE pod tytu≥em"
STR_MAINTITLES_05,"",""
STR_MAINTITLES_06,"OPERACE FLASHPOINT","OPERATION FLASHPOINT"

STR_ACTION_SALUTE,"Salutovat","SalutowaÊ"
STR_ACTION_SCUDLAUNCH,"Vysunout SCUD","WystrzeliÊ SCUD"
STR_ACTION_SCUDSTART,"Odp·lit SCUD","OdpaliÊ SCUD"
STR_COPY,"Vorbis Sound Compression Codec \nCopyright (c) 2001, Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001, Xiphophorus"

STR_WEAPON,"ZbraÚ","BroÒ"
STR_MAGAZINE,"Z·sobnÌk","Magazynek"
STR_USE_WEAPON,"PouûÌt zbraÚ","UøyÊ broni"



COMMENT,"*** Keyboard","Mysz TODO: Translate"
STR_DIK_ESCAPE,"Esc","Escape"
STR_DIK_1,"1","1"
STR_DIK_2,"2","2"
STR_DIK_3,"3","3"
STR_DIK_4,"4","4"
STR_DIK_5,"5","5"
STR_DIK_6,"6","6"
STR_DIK_7,"7","7"
STR_DIK_8,"8","8"
STR_DIK_9,"9","9"
STR_DIK_0,"0","0"
STR_DIK_MINUS,"-","-"
STR_DIK_EQUALS,"="," ="
STR_DIK_BACK,"Back Space","Backspace"
STR_DIK_TAB,"Tab"," Tab"
STR_DIK_Q,"Q","Q"
STR_DIK_W,"W","W"
STR_DIK_E,"E","E"
STR_DIK_R,"R","R"
STR_DIK_T,"T","T"
STR_DIK_Y,"Y","Y"
STR_DIK_U,"U","U"
STR_DIK_I,"I","I"
STR_DIK_O,"O","O"
STR_DIK_P,"P","P"
STR_DIK_LBRACKET,"["," ["
STR_DIK_RBRACKET,"]","]"
STR_DIK_RETURN,"Enter","Enter"
