STR_CREDITSN15,"Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys","Andrew Crabtree\nAnthony Cooper\nGary Cody\nGary Masters\nGhulam Khan\nJonathan Tainsh\nNeil Corbett\nPatrick Butler\nPaul Turland\nPeter Riley\nRichard Tysoe\nSam Chimes\nSimon Humphreys"
STR_CREDITSN16,"Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid\n\nBorgmeier Public Relations:\nSabine Berekoven\nPéter Szàsz\nLars Kühme","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid","Adam Hance \nAlyson Fielding\nAndrea Matthews\nBruce Everiss\nChristopher Hines\nDavid Alcock\nDavid Solari\nEd Denson\nEmma Nichols\nHenry Cook\nJennifer Stubbs\nLiz Darling\nNick Pili\nNick McAuliffe\nNicky Veal\nSimon Reid"
STR_CREDITSN17,"Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett","Daniel Gardner\nLewis Griffin\nTim Bartlett"
STR_CREDITSN18,"Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov","Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov","Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov\n\nJürgen Holdorf\nKristina von Weltzien\nLennardt Krüger","Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov","Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov","Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov","Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov","Dan Russell\nGregg Brown\nJonah Lotan\nJulia Zagonek\nTed Maynard\nTom Clarke Hill\nVince Marzello\nYuri Stepanov"
STR_CREDITSN19,"Linda Fletcher","Linda Fletcher","Linda Fletcher\n\nAlexander Schmidt\n\ntoneworkx GmbH:\nMathias Geissler\nMichael Grimm\nStephan Grundt\nMartin Schmidtke\nRobert Böck","Linda Fletcher","Linda Fletcher","Linda Fletcher","Linda Fletcher","Linda Fletcher"
STR_CREDITSN20,"Antonia Rodriguez\nRaphael Riolon\nSaverio Campione\nPeter Fränsemeier\nEmma Garcia","Antonia Rodriguez\nRaphael Riolon\nSaverio Campione\nPeter Fränsemeier\nEmma Garcia","Antonia Rodriguez\nRaphael Riolon\nSaverio Campione\nPeter Fränsemeier\nEmma Garcia\nAlexander Schmidt","Antonia Rodriguez\nRaphael Riolon\nSaverio Campione\nPeter Fränsemeier\nEmma Garcia","Antonia Rodriguez\nRaphael Riolon\nSaverio Campione\nPeter Fränsemeier\nEmma Garcia","Antonia Rodriguez\nRaphael Riolon\nSaverio Campione\nPeter Fränsemeier\nEmma Garcia","Antonia Rodriguez\nRaphael Riolon\nSaverio Campione\nPeter Fränsemeier\nEmma Garcia","Antonia Rodriguez\nRaphael Riolon\nSaverio Campione\nPeter Fränsemeier\nEmma Garcia"
STR_CREDITSN21,"Dean Trotman\nGary Rowe\nNav Sunner","Dean Trotman\nGary Rowe\nNav Sunner","Dean Trotman\nGary Rowe\nNav Sunner","Dean Trotman\nGary Rowe\nNav Sunner","Dean Trotman\nGary Rowe\nNav Sunner","Dean Trotman\nGary Rowe\nNav Sunner","Dean Trotman\nGary Rowe\nNav Sunner","Dean Trotman\nGary Rowe\nNav Sunner"
STR_CREDITSN22,"Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)","Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)","Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)\nNicole Straten\n\nDie Community","Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)","Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)","Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)","Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)","Alex Darby\nPeter Cardwell\nJoanne Chappell\nJohn Roberts\nJustin Forrest\nMat Thomas\nPete O'Donnell\nRich Eddy (Rocket Media)"
STR_COPY,"Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nAutorská práva (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus","Vorbis Sound Compression Codec \nCopyright (c) 2001 Xiphophorus"
STR_MAINTITLES_01,"***A PUBLISHER***","IDEA GAMES","PETER GAMES","***WYDAWCA***","КОМПАНИЯ ""АКЕЛЛА""","*** UN ÉDITEUR ***","***A PUBLISHER***","***UN PUBLISHER***"
STR_MAINTITLES_02,"PRESENTS","UVÁDÍ","PRÄSENTIERT","PREZENTUJE","ПРЕДСТАВЛЯЕТ","PRÉSENTE","PRESENTA","PRESENTA"
STR_MAINTITLES_03,"A"," ","EINE","NOWĄ","ИГРУ ПРОИЗВОДСТВА","UNE","UNA PRODUCCIÓN","UNA"
STR_MAINTITLES_04,"BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","BOHEMIA INTERACTIVE","PRODUKCJĘ","BOHEMIA INTERACTIVE","PRODUCTION","DE","PRODUZIONE DI"
STR_MAINTITLES_05,"PRODUCTION","PRODUKCE","PRODUKTION","BOHEMIA INTERACTIVE","STR_MAINTITLES_05","BOHEMIA INTERACTIVE","BOHEMIA","BOHEMIA INTERACTIVE"
STR_MAINTITLES_06,"WORKING TITLE","PRACOVNÍ NÁZEV","ARMED ASSAULT","POD TYTUŁEM","(РАБОЧЕЕ НАЗВАНИЕ:)","TITRE PROVISOIRE","INTERACTIVE","TITOLO PROVVISORIO"
STR_TIT_BOH_INT,"Bohemia Interactive Studio","Bohemia Interactive Studio","Bohemia Interactive Studio","Bohemia Interactive Studio","Компания ""Акелла""","Bohemia Interactive Studio","Bohemia Interactive Studio","Bohemia Interactive Studio"
STR_TIT_PRESENTS,"presents","uvádí","präsentiert","prezentuje","представляет","présente","presenta","presenta"
STR_TIT_AGAMEBY,"a game by","hru od","ein Spiel von","grę","Автор","un jeu de","un juego de","un gioco di"
STR_TIT_PRODUCER,"Directed by","Ředitel","Leitung:","W reżyserii","Режиссер","réalisé par","Dirigido por","Diretto da"
STR_TIT_LEAD_PROGRAM,"Lead Programmer","Vedoucí programátor","Programmierungsleitung:","Główny programista","Ведущий программист","Responsable de la programmtion","Programador jefe","Programmatore capo"
STR_TIT_ADD_PROGRAM,"AI Programmer","Programátor AI","KI-Programmierung:","Programista SI","Программист ИИ","Programmeur IA","Programador IA","Programmatore IA"
STR_TIT_LEAD_GRAPHICS,"Lead Artist","Vedoucí návrhář","Grafische Leitung:","Główny artysta","Ведущий художник","Responsable de l'infographie","Artista jefe","Capo grafico"
STR_TIT_ADD_GRAPHICS,"The Team","Tým","Das Team","Drużyna","Команда","L'équipe","El pelotón","La squadra"
STR_TIT_MAREK_S,"Marek Španěl","Marek Španěl","Marek Španěl","Marek Španěl","Marek Španěl","Marek Španěl","Marek Španěl","Marek Španěl"
STR_TIT_ONDRA_S,"Ondřej Španěl","Ondřej Španěl","Ondřej Španěl","Ondřej Španěl","Ondřej Španěl","Ondřej Španěl","Ondřej Španěl","Ondřej Španěl"
STR_TIT_JIRKA_M,"Jiří Martinek","Jiří Martinek","Jiří Martinek","Jiří Martinek","Jiří Martinek","Jiří Martinek","Jiří Martinek","Jiří Martinek"
STR_TIT_HONZA_H,"Jan Hovora","Jan Hovora","Jan Hovora","Jan Hovora","Jan Hovora","Jan Hovora","Jan Hovora","Jan Hovora"
STR_TIT_PETR_P,"Petr Pechar - Viktor Bocan - Vojtěch Novák - Honza Kraml","Petr Pechar - Viktor Bocan - Vojtěch Novák - Honza Kraml","Petr Pechar - Viktor Bocan - Vojtěch Novák - Honza Kraml","Petr Pechar - Viktor Bocan - Vojtěch Novák - Honza Kraml","Petr Pechar - Viktor Bocan - Vojtěch Novák - Honza Kraml","Petr Pechar - Viktor Bocan - Vojtěch Novák - Honza Kraml","Petr Pechar - Viktor Bocan - Vojtěch Novák - Honza Kraml","Petr Pechar - Viktor Bocan - Vojtěch Novák - Honza Kraml"
STR_TIT_MICHAL_V,"Michal Vondracek","Michal Vondracek","Michal Vondracek","Michal Vondracek","Michal Vondracek","Michal Vondracek","Michal Vondracek","Michal Vondracek"
STRN_S01,"01: Convoy Ambush","01: Přepadení konvoje","01: Konvoi-Hinterhalt","01: Zasadzka na konwój","01: Засада на конвой","01 - Embuscade de convoi","01: Emboscada del convoy","01: Imboscata al convoglio"
STRN_S02,"02: Sanitizing Operation","02: Likvidační akce","02: Reinigungsoperation","02: Operacja oczyszczająca","02: Зачистка","02 - Nettoyage","02: Operación de saneamiento","02: Operazione di pulizia"
STRN_S03,"03: Delivery Boy","03: Poslíček","03: Lieferjunge","03: Chłopiec na posyłki","03: Бомбардировщик","03 - Livreur","03: Chico de los recados","03: Fattorino"
STRN_S04,"04: Gunship","04: Bojový vrtulník","04: Kampfhubschrauber","04: Śmigłowiec bojowy","04: Вертушка","04 - Canonnière","04: Nave de ataque","04: Elicottero da battaglia"
STRN_S05,"05: Night Strike","05: Noční úder","05: Nächtlicher Angriff","05: Nocne uderzenie","05: Ночная атака","05 - Frappe nocturne","05: Ataque nocturno","05: Incursione notturna"
STRN_S06,"06: Armored Fist","06: Obrněná pěst","06: Eiserne Faust","06: Pancerna pięść","06: Бронированный кулак","06 - Poing blindé","06: Puño armado","06: Pugno blindato"
STRN_S07,"07: Alligator","07: Aligátor","07: Alligator","07: Aligator","07: Аллигатор","07 - Alligator","07: Caimán","07: Alligatore"
STRN_S08,"08: Battlefields","08: Bitevní pole","08: Schlachtfelder","08: Pola bitew","08: Поля сражений","08 - Champs de bataille","08: Campos de batalla","08: Campi di battaglia"
STRN_S09,"09: Commander","09: Velitel","09: Kommandant","09: Dowódca","09: Командир","09 - Commandant","09: Comandante","09: Comandante"
STRN_S10,"10: The Library","10: Inventář","10: Die Bibliothek","10: Biblioteka","10: Библиотека","10 - La bibliothèque","10: La biblioteca","10: La biblioteca"
STRN_S11,"11: Clean Sweep II","11: Čistka II","11: Kehraus II","11: Gładkie cięcie II","11: Зачистка 2","11 - Nettoyage II","11: Barrido total II","11: Pulizia totale II"
STRN_SD01,"R01: WarCry","R01: Válečný ryk","R01: SchlachtRuf","R01: Okrzyk bojowy","R01: Боевой клич","R01 - Cri de guerre","R01: GritoGuerra","R01: Grido di guerra"
STRN_SD02,"R02: LaserGuide","R02: Navádění laserem","R02: LaserGelenkt","R02: Laserowe naprowadzanie","R02: Лазерное наведение","R02 - Guidage laser","R02: GuíaLáser","R02: Guida laser"
STRN_SD03,"R03: UnderHill","R03: Pod kopcem","R03: HügelKrieg","R03: Pod wzgórzem","R03: Под холмом","R03 - Sous la colline","R03: BaseColina","R03: Sotto la collina"
STRN_SD04,"R04: Rat's Nest","R04: Krysí hnízdo","R04: RattenLoch","R04: Szczurza nora","R04: Логово крысы","R04 - Nid de rats","R04: Nido de ratas","R04: Tana del topo"
STRN_SD05,"R05: TankPlatoon","R05: Tanková četa","R05: PanzerPlatoon","R05: Pluton czołgów","R05: Танковый взвод","R05 - Peloton de chars","R05: SecciónTanque","R05: Plotone di carri armati"
STRN_X_S01,"01: Steal the Car","01: Krádež vozu","01: Stiehl das Fahrzeug","01: Steal the Car","01: Угон машины","01 - Vol de voiture","01: Robar el coche","01: Ruba la macchina"
STRN_X_S02,"02: Ground Attack","02: Útok ze vzduchu","02: Bodenangriff","02: Ground Attack","02: Наземная атака","02 - Attaque terrestre","02: Ataque terrestre","02: Attacco da terra"
STRN_X_S03,"03: Clean Sweep","03: Čistka","03: Kehraus","03: Clean Sweep","03: Зачистка","03 - Nettoyage","03: Barrido total","03: Pulizia totale"
STRN_X_S04,"04: Bomberman","04: Sabotér","04: Bomberman","04: Bomberman","04: Подрывник","04 - Démolisseur","04: Bombardero","04: Demolitore"
STRN_X_S05,"05: Ambush","05: Přepadení","05: Hinterhalt","05: Ambush","05: Засада","05 - Embuscade","05: Emboscada","05: Imboscata"
STRN_X_S07,"07: Lone Wolf","06: Vlk samotář","06: Einsamer Wolf","07: Lone Wolf","07: Волк-одиночка","07 - Loup solitaire","07: Lobo solitario","07: Lupo solitario"
STRN_X_S08,"08: Revenge!","08: Odplata!","08: Rache!","08: Revenge!","08: Месть!","08 - Vengeance !","08: ¡Venganza!","08: Vendetta!"
STRN_X_S09,"09: Ground Attack II","09: Útok ze vzduchu II","09: Bodenangriff II","09: Ground Attack II","09: Наземная атака 2","09 - Attaque terrestre II","09:Ataque terrestre II","09: Attacco da terra II"
STRN_X_S10,"10: Shadow Killer","10: Skrytý zabiják","10: Schattenkiller","10: Shadow Killer","10: Скрытный убийца","10 - Tueur de l'ombre","10: Asesino entre sombras","10: Ombra assassina"
STRN_X_S11,"11: Clean Sweep II","11: Čistka II","11: Kehraus II","11: Clean Sweep II","11: Зачистка 2","11 - Nettoyage II","11: Barrido total II","11: Pulizia totale II"
STRN_X_S12,"12: Commander","12: Velitel","12: Kommandant","12: Commander","12: Командир","12 - Commandant","12: Oficial al mando","12: Comandante"
STRN_X_S13,"13: Sniper Team","13: Ostřelovači","13: Scharfschützenteam","13: Sniper Team","13: Команда снайперов","13 - Équipe de snipers","13: Pelotón francotirador","13: Squadra di cecchini"
STRN_X_S14,"14: Battlefields","14: Bitevní pole","14: Schlachtfelder","14: Battlefields","14: Поля сражений","14 - Champs de bataille","14: Campos de batalla","14: Campi di battaglia"
STRN_X_S15,"15: Heavy Metal","15: Obrněnci","15: Heavy Metal","15: Heavy Metal","15: Тяжелый металл","15 - Heavy Metal","15: Metal pesado","15: Metallo pesante"
STRN_X_MISSION_SNIPER,"Sniper","Odstřelovač","Scharfschütze","Sniper","Снайпер","Sniper","Francotirador","Cecchino"
STRN_X_MISSION_VULCAN,"Air Defense","Protivzdušná obrana","Luftabwehr","Air Defense","ПВО","Défense aérienne","Defensa aérea","Difesa aerea"
STRN_X_MISSION_KILL_THEM_ALL,"Kill Them All","Pozabíjet všechny","Töte sie alle","Kill Them All","Убить всех","Tuez-les tous","Matarlos a todos","Uccidili tutti"
STRN_X_MISSION_CONVOY,"Convoy","Konvoj","Konvoi","Convoy","Конвой","Convoi","Convoy","Convoglio"
STRN_X_MISSION_RACE,"Race","Závod","Rennen","Race","Гонка","Course","Carrera","Corsa"
STRN_X_MISSION_TANK,"Tank","Tank","Panzer","Tank","Танк","Char","Tanque","Carro armato"
STRN_X_MISSION_HELICOPTER,"Helicopter","Helikoptéra","Helikopter","Helicopter","Вертолет","Hélico","Helicópetero","Elicottero"
STRN_M01,"Deathmatch (1-8 D)","Souboj (1-8 D)","Deathmatch (1-8 D)","Deathmatch (1-8 D)","Схватка (1-8)","Deathmatch (1-8 D)","Combate a muerte (1-8 M)","Deathmatch (1-8 D)"
STRN_M02,"Flag Fight (1-8 D)","Boj o vlajku (1-8 D)","Flag Fight (1-8 D)","Walka o flagę (1-8 D)","Бой за флаг (1-8)","Combat pour le drapeau (1-8 D)","Lucha de banderas (1-8 M)","Combattimento per la bandiera (1-8 D)"
STRN_M03,"Capture the Flag (2-8 T)","Získej vlajku (2-8 T)","Capture the Flag (2-8 T)","Zdobycie flagi (2-8 T)","Захват флага (2-8)","Capture de drapeau (2-8 E)","Captura la bandera (2-8 P)","Cattura la bandiera (2-8 S)"
STRN_M04,"Hold City (2-8 T)","Udrž město (2-8 T)","Hold City (2-8 T)","Obrona miasta (2-8 T)","Удержать город (2-8)","Tenue de ville (2-8 E)","Defender la ciudad (2-8 P)","Mantieni la città (2-8 S)"
STRN_M06,"King of the City (2-8 T)","Pán města (2-8 T)","King of the City (2-8 T)","Król miasta (2-8 T)","Король города (2-8)","Roi de la ville (2-8 E)","Rey de la ciudad (2-8 P)","Re della città (2-8 S)"
STRN_M07,"King of the Hill (2-8 T)","Pán kopce (2-8 T)","King of the Hill (2-8 T)","Król wzgórza (2-8 T)","Царь горы (2-8)","Roi de la colline (2-8 E)","Rey de la colina (2-8 P)","Re della collina (2-8 S)"
STRN_M08,"Armored Fist","Obrněná pěst","Panzerfaust","Pancerna pięść","Бронированный кулак","Poing blindé","Puño armado","Pugno blindato"
STRN_M09,"Fight in the Ruins","Boj v ruinách","Ruinenkampf","Walka w ruinach","Бой в руинах","Combat dans les ruines","Lucha entre las ruinas","Combattimento tra le rovine"
STRN_M10,"Close Combat","Boj na blízko","Nahkampf","Walka bezpośrednia","Ближний бой","Combat rapproché","Combate cuerpo a cuerpo","Combattimento ravvicinato"
STRN_M11,"Distance Run","Běh na vzdálenost","Fernangriff","Długi bieg","Бег на дальность","Course - distance","Carrera distancia","Corsa - distanza"
STRN_M12,"Chateau Run","Boj o zámek","Schlossangriff","Bieg do dworku","Бег по замку","Course - château","Carrera Chateau","Corsa - castello"
